price,quantity,timestamp,buy_or_sell,limit_or_market,
572.55000,3.94900000,1527831070.8286,s,l,
572.54000,1.29098697,1527831070.8332,s,l,
572.52000,3.90364302,1527831241.2474,s,l,
572.26000,0.92842789,1527831348.5518,s,l,
572.26000,0.00240765,1527831348.5584,s,l,
572.26000,0.00000446,1527831348.5608,s,l,
572.29000,0.70600000,1527831390.9799,b,l,
572.29000,0.26446858,1527831391.2566,b,l,
572.47000,1.41558998,1527831391.2611,b,l,
572.72000,1.23500000,1527831456.1079,b,l,
572.72000,1.23500000,1527831456.3299,b,l,
572.72000,1.94600000,1527831456.3756,b,l,
572.73000,0.02300000,1527831456.7038,b,l,
572.68000,0.05793632,1527831573.6338,s,l,
572.72000,0.89878091,1527831624.1776,b,m,
572.67000,1.15752378,1527831672.148,s,l,
572.36000,0.19963743,1527831719.9486,s,m,
572.36000,0.00036257,1527831719.9811,s,m,
572.72000,0.34763618,1527831810.2797,b,l,
572.74000,0.02100000,1527831810.4078,b,l,
572.62000,0.04593174,1527831913.9843,s,l,
572.61000,0.07444781,1527831913.9874,s,l,
573.02000,0.16810531,1527831914.304,b,l,
572.61000,0.25719222,1527831915.0413,s,l,
572.69000,0.56460579,1527831953.1764,s,l,
573.02000,3.14489469,1527831965.8594,b,m,
573.02000,1.63465724,1527831965.8664,b,m,
573.02000,3.36534276,1527831965.8702,b,m,
573.02000,1.10028467,1527831965.8732,b,m,
573.02000,0.75482064,1527831965.8771,b,m,
573.02000,3.14489469,1527831976.8766,b,m,
573.02000,4.85510531,1527831976.8814,b,m,
573.06000,0.02800000,1527832041.3133,b,m,
573.06000,5.00000000,1527832041.3392,b,m,
573.07000,0.11629904,1527832041.3427,b,m,
573.13000,0.02100000,1527832041.3463,b,m,
573.14000,5.00000000,1527832041.3499,b,m,
573.33000,0.04900000,1527832041.353,b,m,
573.53000,0.02700000,1527832041.356,b,m,
573.54000,0.11872863,1527832041.3588,b,m,
573.56000,0.02700000,1527832041.3621,b,m,
573.57000,0.02500000,1527832041.3649,b,m,
573.59000,0.02700000,1527832041.3683,b,m,
573.61000,0.02100000,1527832041.3714,b,m,
573.62000,0.06300000,1527832041.3743,b,m,
573.68000,4.47697233,1527832041.3775,b,m,
572.77000,0.15431830,1527832046.7759,s,l,
572.42000,0.20472076,1527832081.7009,s,l,
572.04000,0.49159384,1527832083.4427,s,l,
572.11000,0.03025496,1527832139.3414,s,l,
572.08000,0.49339766,1527832158.1838,s,l,
572.63000,9.24700000,1527832207.6468,s,l,
572.63000,5.00000000,1527832207.667,s,l,
572.32000,2.98100850,1527832207.6698,s,l,
572.31000,5.00000000,1527832207.6725,s,l,
572.27000,5.00000000,1527832207.6751,s,l,
572.08000,37.07900000,1527832207.6776,s,l,
572.08000,5.00000000,1527832207.6801,s,l,
572.07000,5.00000000,1527832207.6826,s,l,
572.06000,5.00000000,1527832207.6851,s,l,
572.00000,0.20000000,1527832207.6884,s,l,
572.00000,7.02000000,1527832209.9628,b,l,
572.00000,4.00000000,1527832214.2852,b,l,
572.00000,6.04000000,1527832217.6118,b,l,
572.00000,3.43299150,1527832220.2667,b,l,
572.54000,0.22000000,1527832274.1599,s,m,
572.56000,0.02000000,1527832291.1719,s,m,
572.56000,0.20000000,1527832291.1903,s,m,
572.45000,0.99243084,1527832473.5901,s,l,
572.40000,0.18087954,1527832532.4967,s,m,
572.39000,1.56268731,1527832532.5279,s,m,
572.39000,0.00405245,1527832532.5948,s,m,
572.39000,0.00000070,1527832532.5971,s,m,
572.45000,0.03200000,1527832609.4621,b,l,
572.47000,0.02300000,1527832612.2813,b,l,
572.54000,0.03200000,1527832612.2908,b,l,
572.65000,0.03000000,1527832682.852,b,l,
572.70000,0.03200000,1527832682.8771,b,l,
572.71000,0.04200000,1527832682.8803,b,l,
572.72000,0.06300000,1527832682.8828,b,l,
572.96000,0.03200000,1527832682.8854,b,l,
572.97000,0.03400000,1527832682.8882,b,l,
572.98000,0.02500000,1527832682.891,b,l,
572.99000,0.22040614,1527832682.8945,b,l,
572.99000,0.21835114,1527832682.8973,b,l,
572.99000,0.21823622,1527832682.9,b,l,
573.00000,0.18322404,1527832682.9034,b,l,
572.98000,1.31660000,1527832703.3253,b,l,
573.00000,0.00020643,1527832703.3375,b,l,
573.00000,0.94212524,1527832703.4138,b,l,
572.99000,0.06216122,1527832719.5073,b,l,
573.00000,7.33383878,1527832719.5114,b,l,
573.00000,0.05350000,1527832720.7485,b,l,
573.00000,0.39990000,1527832723.7321,b,l,
572.99000,0.04436812,1527832759.7612,b,l,
573.00000,0.49783188,1527832759.7693,b,l,
573.00000,0.50000000,1527832766.5675,b,l,
573.00000,0.39990000,1527832767.4114,b,l,
573.00000,0.04930000,1527832774.7984,b,l,
573.00000,0.67220000,1527832776.3607,b,l,
573.00000,0.50000000,1527832777.0218,b,l,
573.00000,1.00000000,1527832778.0714,b,l,
572.99000,0.14755230,1527832782.4215,s,l,
572.99000,0.05084910,1527832792.3536,s,l,
573.00000,2.46797363,1527832820.4383,b,l,
573.01000,2.83244865,1527832847.7252,b,l,
572.99000,0.50000000,1527832864.4848,s,m,
572.99000,0.02000000,1527832864.5077,s,m,
572.99000,0.21000000,1527832864.5119,s,m,
572.99000,0.10471386,1527832930.3609,s,l,
572.99000,0.12887100,1527832961.1252,s,l,
573.09000,0.02180000,1527832991.8143,b,l,
573.01000,5.00000000,1527833005.1367,s,l,
573.00000,10.00000000,1527833005.181,s,l,
573.17000,0.04898400,1527833049.99,b,l,
573.17000,1.95101598,1527833057.0004,b,l,
573.08000,0.10000000,1527833102.9036,s,m,
573.36000,0.88000000,1527833115.061,b,l,
